id,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130
Gene 42,10.617383,10.328813,10.578563,10.617954,10.965534,11.025179,10.488245,10.760275,10.946862,10.370945,11.204267,10.93169,10.837431,11.045892,10.96352,10.166524,10.745473,10.915939,10.942924,11.274823,10.928643,11.64244,10.528589,10.99898,11.051589,11.359469,10.206865,11.072139,11.099048,10.251469,10.182454,10.754813,10.521787,10.396755,10.425005,11.086828,11.036842,10.624501,10.924669,10.200518,10.575694,10.718967,10.954523,10.743249,11.278729,10.641699,10.464064,11.336648,11.125843,10.715543,10.875269,10.84168,10.725118,10.289091,10.299434,10.669513,10.40358,10.548354,10.837603,10.493338,10.455707,11.325494,11.342615,11.206694,10.87916,10.953462,9.901458,10.842316,10.574112,10.133305,9.900009,10.67107,10.333331,10.817367,10.041779,10.318488,10.297981,10.919979,10.71743,11.387049,10.120144,10.672109,10.413553,10.122114,10.114468,10.866579,10.429658,10.901642,10.671452,10.793659,10.53617,11.043413,10.700948,11.226022,10.83068,11.767977,10.882645,9.993352,10.473034,10.536842,10.353135,9.865289,10.646878,10.96085,10.272048,11.361455,10.86517,11.120626,11.023128,10.199651,10.894817,10.333055,11.210108,10.76494,11.047529,10.464461,11.068021,11.152456,10.3557,10.700073,10.93762,11.056306,10.152995,11.239443,11.32633,11.193231,10.289313,10.466479,10.365386,10.646716
Gene 43,11.570215,11.076367,12.399026,11.818269,12.285223,12.286727,12.786255,12.044212,12.230651,12.611119,11.519699,11.872441,12.087697,12.306858,12.68846,11.4408,11.758001,11.645489,12.28544,11.777714,12.128691,11.835852,12.140824,12.193458,11.985207,12.074067,11.967233,12.147749,11.822794,11.830188,11.33131,11.845543,11.873474,11.907756,13.138471,12.206904,11.840965,11.815209,12.685212,12.121976,11.427681,12.228163,11.991328,11.402355,12.175144,11.707181,12.09691,12.431316,12.788782,13.111248,11.926543,12.584986,12.145295,11.539354,12.192188,11.224324,11.298335,12.205735,12.449378,11.57459,11.700572,11.815522,12.288326,11.747406,12.483183,11.842312,11.939415,12.018601,11.201406,11.220186,11.826735,11.947363,11.822089,11.478132,11.599495,11.915849,11.359377,12.362504,11.940711,12.861286,11.690571,11.734337,11.434169,11.513764,11.608974,12.01052,12.571832,11.631872,12.319843,11.877651,11.837456,11.459743,13.164356,12.385982,12.566112,12.459494,12.232449,11.508364,11.684633,11.456338,11.630318,11.1634,11.790268,12.216312,12.694762,11.891338,12.289567,12.530172,12.156929,11.340367,11.525427,11.840626,12.093506,12.35694,12.284768,11.870793,11.660876,12.369335,11.784346,12.071791,11.811675,12.282516,11.721689,12.66896,12.237516,11.825196,11.524841,11.563831,11.253295,12.138038
Gene 44,7.91315,7.818911,6.659036,6.659036,6.659036,6.659036,6.659036,7.482518,6.659036,6.659036,7.220231,7.296329,6.659036,6.659036,6.659036,8.107284,6.659036,6.659036,6.659036,6.659036,6.659036,7.307314,7.307378,7.172838,7.189627,7.263896,6.659036,6.659036,7.24882,7.350188,7.321943,8.210818,6.659036,8.327019,6.659036,6.659036,6.659036,8.051143,6.659036,6.659036,6.659036,6.659036,7.66436,6.659036,7.631835,7.525126,7.410091,6.659036,6.659036,6.659036,6.659036,6.659036,7.411596,6.659036,7.313017,6.659036,6.659036,6.659036,6.659036,8.128155,7.349792,7.374461,6.659036,7.30029,6.659036,7.222191,7.190569,6.659036,6.659036,7.332524,7.74802,7.960379,6.659036,7.380019,8.406482,7.320597,6.659036,6.659036,7.052143,7.377661,6.659036,6.659036,6.659036,7.438316,7.589828,7.151051,7.395153,7.490563,8.877529,6.659036,6.659036,6.659036,8.838107,6.659036,6.659036,6.659036,8.907211,6.659036,7.721654,6.659036,6.659036,6.659036,6.659036,6.659036,6.659036,6.659036,7.846409,7.353797,6.659036,6.659036,8.184087,6.659036,6.659036,7.195606,6.659036,6.659036,6.659036,7.987004,6.659036,6.659036,6.659036,6.659036,7.716089,6.659036,6.659036,7.617626,7.795359,6.659036,7.056504,7.239631
Gene 45,10.680272,11.034082,11.745419,11.271922,11.330348,12.075122,11.844657,11.29478,11.992662,11.939735,11.016245,11.230209,11.834426,11.947047,11.65087,11.101659,10.670148,10.622096,11.629855,10.733652,11.413268,11.041382,11.616504,11.779918,11.020728,11.330275,11.143828,11.144611,11.650275,10.89343,11.363941,11.048729,11.051316,10.804362,11.790702,11.752941,10.920962,10.811844,11.097946,11.653019,11.013128,10.900759,9.990533,11.508572,11.46402,10.818154,11.038079,11.672441,11.557585,11.587868,11.005699,11.667976,10.664897,10.78852,10.799128,10.489599,10.815546,10.802868,10.810626,11.531689,11.110601,11.130543,11.440087,11.171749,11.227832,10.953462,10.992098,11.547162,11.272307,10.647549,11.469161,10.755838,10.74671,11.058033,10.388014,11.076062,11.036872,11.249627,11.235855,11.455682,10.502053,10.776506,10.554827,11.005241,11.329803,10.928693,11.563875,10.988116,11.33341,10.99197,11.109701,10.967185,11.818637,12.385982,11.902394,11.366807,11.309363,10.738065,11.023393,10.897088,11.013066,10.95941,11.186283,11.187835,11.654424,10.999472,11.081136,11.683595,11.383108,10.783248,11.095842,11.118947,11.168903,11.467995,11.45262,11.359531,11.068021,11.290733,11.136256,10.823677,10.797535,10.719206,10.9349,12.089214,11.437433,11.102312,11.035486,11.17411,10.67921,11.318834
Gene 46,13.866849,13.88538,13.968738,13.881342,13.538112,13.893816,13.663736,13.697509,14.099252,14.058984,13.721481,13.912895,13.904281,13.741985,13.846062,14.473862,14.150022,14.24966,13.775033,14.338486,13.894286,14.073692,13.867979,13.721031,13.957981,13.851938,14.096243,13.723014,14.061382,13.873329,14.210908,13.958015,13.888126,13.467198,13.959275,13.81174,14.403259,14.113339,13.560204,13.516424,14.426409,14.102188,13.92226,13.879731,13.809061,14.147111,14.012707,13.788893,13.655386,13.398301,14.379268,13.591614,13.474342,13.952918,13.700792,13.890512,14.03994,13.714205,13.75558,13.857761,13.884187,14.141439,14.063282,14.147192,13.931813,14.174152,14.254782,13.939868,13.991931,14.806694,14.248733,13.596384,13.820316,14.059155,13.932533,13.637295,13.659873,13.311069,13.599693,13.318247,13.891288,13.928386,14.095118,13.556097,13.518297,13.98011,13.334066,14.043153,13.818773,13.903514,13.915819,14.184651,13.548146,14.011752,13.74086,14.153118,13.774948,13.742141,13.775097,13.710464,13.736949,14.149323,13.718142,13.623209,13.910086,13.564959,13.900348,13.888686,13.861877,13.775839,13.913082,13.775982,13.844486,13.906242,13.589058,14.250256,13.86294,13.691379,14.170668,14.193809,13.644463,13.718123,14.179728,13.880222,13.666245,13.989128,14.010913,14.0983,14.068973,14.07642
Gene 47,8.573758,6.659036,8.471472,8.908496,7.309167,9.824404,9.28923,8.936533,8.148618,9.436542,8.414972,8.948237,7.914218,9.317173,9.109674,8.990679,9.07075,8.836334,9.743069,8.265512,8.937032,9.397363,9.725255,10.153115,8.981162,8.703425,8.849659,9.865625,8.992507,7.350188,9.549671,8.941055,7.854565,8.623841,9.747995,9.811767,8.732569,8.051143,8.587056,9.053411,9.325565,8.957596,7.24755,9.222513,9.857919,8.062539,10.059891,8.138524,9.309385,8.754388,8.123032,9.164885,7.903654,9.132147,9.141376,8.189894,9.674774,9.061886,8.988288,9.504997,7.349792,9.116832,9.334543,10.053363,9.170831,8.609496,8.135084,9.408026,8.402145,8.851087,8.790535,8.953452,9.047488,8.94882,8.596066,8.393333,8.283458,8.917818,8.811348,8.845178,9.029757,8.871591,9.151747,7.438316,6.659036,8.999335,9.394198,8.831541,8.511055,9.70293,8.222807,9.064866,9.460507,9.129068,9.515265,8.582184,9.327679,9.270446,9.079888,7.333207,8.800562,8.656345,8.932945,7.946058,8.58841,8.207879,9.367289,8.455826,9.244601,8.211882,9.044586,9.150019,9.149754,7.892653,9.769781,10.000307,8.546251,7.121216,8.771368,8.341074,9.524099,9.751088,7.716089,8.728994,8.847979,8.406864,9.035799,8.130403,9.184581,6.659036
Gene 48,11.393816,10.697275,11.220451,11.352645,11.423948,11.698431,11.727806,11.29478,11.540564,11.579468,11.016245,11.157593,11.593965,11.297387,11.609787,11.247012,11.289315,10.797293,11.629875,11.304598,11.605663,11.448917,11.287462,11.396097,11.020759,11.207209,11.627252,10.915223,11.227429,10.251469,11.079509,10.808148,11.257471,11.257687,12.622774,11.086828,10.99924,10.977632,11.714791,11.790788,10.47966,10.766655,11.313068,10.517664,11.191404,11.004845,11.507737,11.361637,11.596336,11.97793,11.08653,12.123655,11.041606,11.229654,11.27455,10.552036,11.39743,11.019144,11.013511,11.074393,10.455707,10.905069,10.797765,10.71827,11.103495,10.988148,11.08472,11.417606,10.876785,10.8954,10.821619,11.01854,11.002205,11.302158,11.070201,11.327797,10.521061,11.396413,11.701165,12.429483,11.265666,11.050821,9.881071,10.455315,11.047163,11.436007,11.939939,11.015827,11.177882,11.661701,10.821141,10.710872,12.282988,11.975436,11.259702,11.456462,11.246444,11.08154,10.580599,11.257883,11.428521,10.65574,10.959344,11.559107,12.029825,10.515102,11.366215,10.948758,10.963472,10.822664,11.064223,10.974209,11.082785,11.3217,11.53832,11.332604,11.021451,11.674401,10.903139,11.298775,11.237816,11.588877,10.570612,11.529676,11.267396,11.133259,10.993261,11.563859,10.592016,11.231434
Gene 49,7.41828,7.352526,7.362214,7.614172,7.309167,7.813751,8.76452,8.207068,7.895411,6.659036,8.196065,7.296329,8.386573,8.976378,7.19176,7.765056,7.557602,7.66378,8.123682,8.265512,6.659036,8.598819,8.368089,8.9371,7.57669,8.016584,8.414643,8.334901,8.476702,7.350188,8.395892,7.853035,7.854565,7.446385,8.987465,7.498462,8.536506,8.549558,8.120213,8.531248,7.639094,8.354945,6.659036,8.266131,7.631835,8.062539,9.748746,8.987907,6.659036,9.64277,6.659036,9.026366,6.659036,7.755365,7.313017,8.189894,7.574342,6.659036,8.079798,8.528035,7.349792,6.659036,7.583596,8.584436,8.707107,7.626199,6.659036,8.484137,8.124054,7.789867,8.591893,8.633258,8.594107,8.504313,8.188162,7.320597,7.688731,7.122227,7.052143,8.944047,8.467708,8.434425,7.915143,7.438316,7.589828,7.517268,8.531962,8.014692,9.030896,7.684282,6.659036,8.541533,8.442656,6.659036,6.659036,8.780382,7.709824,6.659036,7.286044,8.417219,6.659036,7.978812,7.629212,7.630007,7.697006,6.659036,8.488785,8.895282,7.533834,8.211882,7.614338,7.835639,7.390291,7.892653,7.545546,6.659036,8.546251,7.751829,8.241273,8.341074,7.889811,8.91107,8.049162,9.194621,7.671291,7.216525,8.657412,8.130403,8.029741,8.235249
Gene 50,12.344772,11.787852,12.264655,12.476073,12.107374,12.47063,12.507408,12.109101,12.145721,12.506796,12.405032,12.035051,12.031729,11.750724,11.974681,12.028427,11.791923,11.935069,12.007419,12.256706,12.063764,11.898914,11.825692,11.718537,12.106357,11.862683,11.828851,11.997845,11.811796,11.727656,12.025205,11.933568,12.072675,12.008313,12.705992,11.924677,12.057668,11.769806,12.145419,12.068063,11.31677,12.157335,11.870304,12.10396,12.008496,11.872237,12.198033,11.709527,12.481798,12.631662,11.763509,12.26887,12.185073,12.215518,11.827941,12.048106,11.808984,12.290189,12.100988,12.179772,12.357302,11.618797,12.061509,11.723088,12.120876,11.878651,11.704166,12.493905,11.926412,11.59925,11.746691,12.065936,12.173563,11.542446,12.215819,12.315888,12.464088,11.873817,11.601803,12.460384,12.204465,12.070019,11.779202,11.967899,12.07489,12.057914,12.364736,11.766205,12.461353,12.393825,12.473516,12.403601,12.556645,12.35763,12.359923,12.289745,12.231913,12.263974,11.906615,11.991742,12.266653,11.76189,12.418622,12.36504,11.924461,11.862767,12.247852,12.296396,11.735091,12.112924,12.148369,11.524449,12.296073,12.184226,12.436855,11.46213,11.804411,12.498635,12.119707,11.381351,12.013782,12.18311,12.040429,12.362394,12.190293,12.35765,12.386714,11.937789,11.906374,11.477295
Gene 51,6.659036,6.659036,6.659036,6.659036,6.659036,6.659036,6.659036,6.659036,6.659036,6.659036,6.659036,6.659036,6.659036,6.659036,6.659036,6.659036,6.659036,6.659036,6.659036,6.659036,6.659036,6.659036,6.659036,6.659036,6.659036,6.659036,6.659036,6.659036,6.659036,6.659036,6.659036,6.659036,6.659036,6.659036,6.659036,6.659036,6.659036,6.659036,6.659036,6.659036,6.659036,6.659036,7.66436,6.659036,6.659036,6.659036,6.659036,6.659036,6.659036,6.659036,6.659036,6.659036,6.659036,6.659036,6.659036,6.659036,6.659036,6.659036,6.659036,6.659036,6.659036,6.659036,6.659036,6.659036,6.659036,6.659036,6.659036,6.659036,6.659036,6.659036,6.659036,6.659036,7.215501,6.659036,6.659036,6.659036,6.659036,6.659036,7.052143,6.659036,6.659036,6.659036,6.659036,7.438316,6.659036,6.659036,6.659036,6.659036,6.659036,6.659036,6.659036,6.659036,6.659036,6.659036,6.659036,6.659036,6.659036,6.659036,6.659036,6.659036,6.659036,6.659036,6.659036,6.659036,6.659036,6.659036,6.659036,6.659036,6.659036,6.659036,6.659036,6.659036,6.659036,6.659036,7.545546,6.659036,6.659036,6.659036,6.659036,6.659036,6.659036,6.659036,6.659036,6.659036,6.659036,6.659036,6.659036,6.659036,6.659036,6.659036
Gene 52,9.878008,10.257095,9.698701,10.035829,10.533188,9.363645,11.071306,10.435096,11.012135,10.533394,10.177671,10.043352,10.079762,10.1421,10.635373,9.745023,9.643388,10.059927,10.394525,10.859344,10.776952,10.471309,10.736812,10.258709,10.257522,11.000363,9.572812,10.48387,10.064401,10.012159,10.321856,9.120437,9.985575,9.938626,11.699599,10.826615,10.449459,8.919294,10.499529,9.909238,9.871081,9.49889,9.990533,10.200199,10.363139,10.256765,9.351504,10.828218,10.084542,11.026395,9.861819,10.882411,9.966774,10.075044,10.845308,9.646075,10.952211,9.30092,9.725983,10.302364,9.724185,9.883319,10.601052,9.707952,9.5212,10.058196,10.503414,10.368411,10.457249,9.785681,10.727826,10.434407,10.279138,10.394319,9.394196,10.179116,10.172012,10.241475,10.1619,11.404516,9.883075,10.372349,10.017529,10.122114,10.114468,10.69848,11.094417,9.79583,10.360167,9.70293,9.903483,9.556103,10.980982,10.880738,10.83068,10.050596,10.610197,9.909747,10.945045,9.971584,10.597471,10.270451,10.358198,10.190323,11.233276,10.132897,10.252461,10.90239,9.945086,11.10463,10.036138,10.632198,9.816239,9.846384,10.606503,10.067173,10.299612,10.701899,9.158169,10.249283,10.600824,10.418739,9.928879,10.699981,10.588719,10.388516,10.357477,10.526122,9.916685,10.401757
Gene 53,10.95918,10.257095,11.331201,10.617954,10.965534,10.633274,10.282671,10.624706,10.609935,10.571301,11.144275,10.755535,10.681998,11.420225,10.414609,10.166524,11.432951,10.989965,10.841695,10.733652,10.998899,11.225355,10.412003,10.968177,10.956951,11.330305,9.784062,10.995833,10.064401,10.456673,10.998736,11.003716,11.051316,10.545791,10.33706,10.857925,10.207128,10.767239,10.898124,10.650102,10.528476,10.942841,10.713416,10.876177,10.465947,10.97536,9.860086,10.367484,10.586033,10.188521,10.781267,10.234239,10.782925,11.122059,10.975631,10.28401,10.885496,10.452454,10.864084,10.580112,10.892443,10.309272,11.238077,10.942186,10.718879,10.953462,10.89312,11.031341,11.007223,11.325332,10.821619,11.01854,10.531738,11.264233,10.667028,10.99526,10.801897,10.529809,10.34859,10.353229,10.120144,11.350506,10.554827,10.298313,10.43393,10.625343,10.853426,10.901642,11.551939,10.563677,11.109744,10.14589,10.602573,10.37143,11.001803,11.397316,10.92344,11.08154,10.862197,10.985411,10.938977,10.784936,10.6026,10.925299,10.465479,9.780597,10.898073,11.079498,10.993593,11.039143,10.382245,11.033858,10.733025,10.838526,11.076438,11.277194,10.705214,10.668496,10.742649,11.017346,10.76028,10.967754,10.621505,10.790531,10.726369,10.667537,11.401112,11.016678,11.362708,10.932008
Gene 54,10.79838,10.801788,10.747875,11.186413,11.330348,10.842493,11.306799,10.624706,11.21981,10.933362,10.635419,10.707918,11.636929,10.449574,10.930534,10.657468,10.981877,10.915939,10.655391,9.935763,11.032784,11.001595,10.960848,10.871613,10.956951,11.000363,10.206865,11.034491,10.994661,10.89343,11.363941,10.859581,10.757371,10.23053,11.279573,10.508909,10.556893,10.624501,11.210097,10.442752,10.575694,11.062186,10.713416,10.476334,10.892381,11.117106,11.129814,10.9972,10.800354,11.364756,11.046681,10.518958,10.943626,10.740835,10.845308,10.044175,10.742031,10.915055,10.940731,10.493338,10.892443,11.044534,11.06553,10.765958,10.848497,10.91792,10.312333,11.275258,10.733372,10.348166,10.775532,10.983815,10.484671,11.013005,10.487136,10.721539,10.884548,11.029656,10.71743,11.568453,10.225509,10.96505,10.462197,10.844155,11.166941,11.073197,10.744501,11.069699,10.47156,11.166287,10.658852,10.277972,11.644164,11.063685,10.14612,11.27121,10.20952,10.785792,10.7743,10.649264,10.806358,10.270451,11.060985,10.88885,11.355529,10.695239,11.412497,11.310146,10.993623,10.934978,10.275843,10.707395,11.400136,11.242584,10.645649,11.06456,10.973328,11.052312,10.199617,10.763199,10.833852,10.772459,10.718202,11.104752,10.930096,11.038353,10.949763,10.271154,10.56174,10.553662
Gene 55,10.853995,10.862494,11.547691,11.425063,11.092256,11.433436,10.972042,10.869542,11.475377,10.936735,11.144275,11.55119,11.699534,10.918304,11.185209,11.33758,11.002783,11.234286,10.778641,11.664727,11.068148,11.282021,11.361825,10.959151,10.65433,11.598608,11.545828,11.569227,10.951031,11.555388,11.600933,11.343304,11.135882,11.244879,12.272138,11.395287,10.995616,10.819117,11.319246,11.330362,11.186432,11.327123,10.810947,11.239147,10.445712,11.044882,11.308325,11.386199,11.099107,11.896833,11.44035,11.385818,10.536346,11.197514,11.397858,10.927014,11.334248,11.455236,11.10159,10.946114,11.507882,11.441494,11.310804,10.740333,11.242152,11.018568,11.372756,10.986356,11.378805,11.284398,11.399812,10.90835,11.286116,11.431463,11.358974,11.096427,11.489452,11.322345,11.29677,11.640893,11.981077,11.552152,11.482135,11.383368,11.454682,11.186572,11.081912,10.777638,11.303611,10.915885,10.741694,11.377432,11.31195,11.331025,11.416755,10.562313,11.039331,11.299489,11.138409,11.181379,11.565302,11.115042,11.245074,11.208924,10.603482,11.385741,11.137335,10.90239,10.872969,11.403478,11.395926,11.269833,10.552565,11.317768,11.206878,11.332604,11.248731,11.152456,11.403917,11.302137,11.248429,10.823817,11.22977,11.397475,11.025515,11.503718,11.484136,11.330364,10.668196,10.734131
Gene 56,10.189947,11.270989,10.720512,10.702518,10.692139,10.538658,10.205699,10.263136,10.6919,10.608237,10.545511,10.256942,10.704551,10.431975,10.132197,10.880415,10.670109,10.915939,10.694626,10.568338,10.334651,10.764252,10.528589,9.986415,10.855667,10.46853,10.052278,10.739227,9.87164,10.519064,9.944297,10.195376,9.985575,9.426097,10.658378,10.218123,10.449459,9.85684,10.871082,10.482505,10.429134,10.602032,10.798342,10.788483,10.132532,10.784548,10.888516,11.258977,9.971167,10.188521,10.418652,10.093882,10.838396,10.244992,10.543057,11.502708,10.815546,11.00014,10.50885,10.580112,10.917056,10.597622,10.421755,10.84061,10.758309,10.766294,10.503414,10.220863,10.574112,11.025883,10.403161,10.212429,10.730686,10.081884,10.936245,10.024825,10.172012,10.270052,10.729906,10.702967,11.053109,11.382255,10.910796,10.634433,11.196632,10.288906,10.425289,10.708104,11.119935,10.583831,10.525245,10.844713,11.164582,10.599173,9.992189,10.196517,10.696289,10.831899,10.527819,10.594148,10.353135,10.721751,10.22895,10.413443,10.096149,10.619448,10.856323,10.184663,10.732964,10.783248,10.894817,10.778865,10.270373,10.687398,10.482258,10.69336,10.397315,10.687516,11.07004,10.249283,10.783417,10.350333,10.570612,10.411717,10.726369,10.487641,10.810798,10.50262,10.734434,10.81655
Gene 57,11.316739,11.409749,11.450522,10.998502,10.880032,10.093493,10.937376,11.129311,11.30041,11.597968,11.447068,10.755535,11.105595,11.015037,10.930534,11.347158,11.211752,11.0256,11.388011,11.572751,11.278535,11.506908,10.918738,11.419057,11.277251,11.443664,10.590728,11.10883,11.257815,11.151532,10.724977,11.13475,11.094971,10.862362,11.00304,11.719206,11.036842,11.090557,11.392314,11.44612,11.144204,10.812725,10.798342,11.188912,10.651893,11.387184,11.257329,10.9972,11.413118,11.260544,11.304954,11.267797,10.993448,11.045622,10.702083,10.724821,10.495923,10.802868,11.622087,11.346062,10.892443,10.515156,10.970846,11.135936,11.527907,11.45292,10.823149,11.483838,10.516864,10.535136,10.866324,11.353799,10.484671,11.339112,10.749206,11.454101,10.801897,11.31608,10.89579,10.730928,10.870233,10.672109,10.311048,11.103434,10.526422,11.457236,11.464344,11.243832,11.526366,11.68481,10.974491,10.66335,11.215396,11.063685,11.001803,11.096295,11.427522,10.688756,11.133472,11.185114,10.749697,10.903564,11.093344,11.460424,11.503917,10.695239,11.052194,11.199446,11.264591,10.56796,11.186741,10.911988,11.289147,10.975313,10.826873,11.305165,11.068021,11.268588,11.000922,11.40155,11.154149,10.663911,11.12326,10.499812,10.811342,11.193231,10.904912,11.057676,10.734542,11.26114
Gene 58,11.973216,11.836151,11.663102,11.299334,11.483136,11.671303,11.164177,11.948087,12.131324,11.616216,11.778386,12.03563,11.991672,11.420202,11.975878,12.125634,11.929312,12.043321,12.107917,12.305247,11.755237,12.084627,12.06563,11.171147,11.644168,11.573913,12.671968,12.390594,11.781559,12.014729,11.427069,11.654912,12.207633,12.159834,12.365591,11.895689,12.383726,11.858377,11.652646,12.189976,12.414022,11.817576,11.713737,11.931573,11.583166,12.083894,12.773867,11.768996,11.577091,11.964724,11.494616,11.357206,11.740946,11.594052,12.118887,12.153776,12.487262,12.017492,11.525851,11.87839,12.077251,12.0543,12.07729,12.600281,11.97381,12.321799,12.472497,11.577811,12.27742,11.832984,11.93563,12.000442,12.128298,11.185253,11.643137,12.194463,12.001751,11.67797,11.806911,12.420934,11.45089,12.177291,12.357026,11.889007,12.192478,12.331113,11.966822,12.062204,12.146035,12.134213,12.140907,11.804519,11.893359,11.426392,11.668294,11.943622,11.686456,11.967065,12.11861,11.858346,12.025881,11.644245,11.68803,11.57956,11.928406,11.8539,11.623954,11.839387,11.894956,11.419702,11.874362,12.541194,11.77441,11.887549,11.45262,11.832885,11.936606,11.921491,11.91558,11.899878,11.999241,11.496944,11.812098,11.978006,11.968224,11.664999,11.744372,12.002213,11.886969,12.055593
Gene 59,12.659641,12.765278,11.648914,12.124457,12.301757,11.776983,11.27938,12.652897,12.471479,12.090924,12.54192,12.451629,11.739054,11.511481,11.909717,12.791419,12.382942,12.513834,11.954724,12.391014,12.159692,11.986128,12.36122,11.779918,12.325404,11.945202,12.631585,11.979635,11.530937,12.551047,12.336014,12.442758,12.358542,12.313276,11.538068,12.266511,13.340253,12.57955,11.177379,12.068785,12.189585,12.326807,12.254406,12.221222,11.48865,12.500909,11.928303,11.692276,11.67085,11.423851,12.498967,11.822485,12.167168,12.233806,12.467842,12.807042,12.18837,11.93118,12.138299,12.484532,12.375665,12.504352,12.288326,12.491127,12.411571,12.464123,13.242252,12.062608,12.693733,12.860293,12.623312,12.519966,12.903831,12.822238,12.573206,12.502868,12.926501,11.95319,11.768159,11.179511,12.210304,12.269625,12.432209,12.47033,11.73061,12.376404,11.595582,12.504993,11.551661,11.897569,12.817397,12.516198,11.164582,11.821366,11.693489,12.172525,12.131598,12.439071,12.205194,12.227767,12.246686,12.688925,12.482444,12.216312,11.654424,12.862625,12.173416,12.02396,12.389932,12.69223,12.390047,12.581727,12.219926,12.48849,12.01267,12.261863,12.756648,11.772084,13.332118,12.144721,11.964644,11.930887,12.757959,11.748775,11.770193,12.725958,12.199175,12.510311,12.974893,12.611887
Gene 60,6.659036,6.659036,6.659036,6.659036,6.659036,6.659036,6.659036,7.128751,6.659036,6.659036,6.659036,7.296329,6.659036,7.187789,6.659036,6.659036,6.659036,6.659036,7.185094,6.659036,6.659036,7.307314,6.659036,6.659036,7.189627,6.659036,6.659036,7.290166,6.659036,6.659036,7.321943,6.659036,6.659036,6.659036,6.659036,6.659036,6.659036,6.659036,6.659036,6.659036,6.659036,6.659036,6.659036,6.659036,6.659036,6.659036,6.659036,6.659036,6.659036,6.659036,7.324646,6.659036,6.659036,6.659036,6.659036,6.659036,6.659036,6.659036,6.659036,7.573037,6.659036,6.659036,7.889951,6.659036,6.659036,6.659036,7.190569,7.842782,6.659036,6.659036,6.659036,7.232599,7.215501,6.659036,6.659036,6.659036,6.659036,6.659036,7.36075,6.659036,6.659036,6.659036,6.659036,7.438316,7.589828,6.659036,6.659036,6.659036,6.659036,6.659036,6.659036,6.659036,6.659036,6.659036,6.659036,6.659036,6.659036,6.659036,7.286044,6.659036,6.659036,6.659036,6.659036,6.659036,6.659036,6.659036,6.659036,6.659036,6.659036,6.659036,6.659036,7.165076,6.659036,6.659036,6.659036,6.659036,6.659036,6.659036,6.659036,6.659036,6.659036,6.659036,6.659036,6.659036,6.659036,6.659036,6.659036,6.659036,6.659036,6.659036
Gene 61,8.573758,8.689708,7.616676,8.591205,9.273461,7.813751,8.596947,8.385438,9.440658,8.220836,8.196065,8.346827,7.207299,8.34314,7.885528,8.81528,6.659036,9.57414,8.522949,8.489428,8.786267,8.598819,7.753091,7.850233,8.698751,7.263896,8.414643,8.563572,8.476702,9.223799,7.774429,9.279961,8.943213,8.869892,8.312269,8.7147,8.732569,7.717753,7.92367,8.035638,8.79782,8.081192,8.473991,8.266131,8.207615,8.453201,8.267405,6.659036,6.659036,7.106563,8.123032,8.015149,8.269895,8.095811,8.98515,8.47438,8.842959,8.925664,8.781556,9.504997,9.064729,7.857838,7.889951,8.584436,7.780597,8.200047,8.849244,8.484137,8.835786,7.332524,8.790535,8.80222,8.9116,8.217262,8.763605,8.116042,9.710608,9.033037,8.592216,7.855156,9.029757,8.669504,9.151747,9.247341,9.535652,8.259323,8.242584,8.743591,7.690446,9.159552,8.222807,8.044344,7.005491,8.252642,7.753113,8.078843,7.278055,8.798944,8.326899,9.029132,9.272196,9.299878,8.423594,7.630007,8.121382,8.937511,7.547797,6.659036,7.533834,8.211882,8.908766,7.835639,7.390291,6.659036,8.485267,8.426243,7.891452,7.987004,9.594079,9.443572,8.858101,7.361478,9.210686,8.533094,8.677379,8.914126,9.335281,9.675421,8.923971,8.235249
